session,variant,alignment,skipped_leading_rows,manual_jump_index,algorithm_jump_index,manual_contact_time_s,algorithm_contact_time_s,contact_error_s,manual_air_time_s,algorithm_air_time_s,air_error_s,algorithm_touch_start_s,algorithm_lift_s,algorithm_landing_s
20260624_3_垂直方向10次纵跳,touch_associated,trimmed_first_real_jump,0,1,1,0.330000000,0.294988500,-0.035011500,0.350000000,0.413976000,0.063976000,4.421929900,4.716918400,4.421929900
20260624_3_垂直方向10次纵跳,touch_associated,trimmed_first_real_jump,0,2,2,0.430000000,0.380993800,-0.049006200,0.330000000,0.368984500,0.038984500,5.085902900,5.466896700,5.085902900
20260624_3_垂直方向10次纵跳,touch_associated,trimmed_first_real_jump,0,3,3,0.440000000,0.384951000,-0.055049000,0.370000000,0.418019200,0.048019200,5.884915900,6.269866900,5.884915900
20260624_3_垂直方向10次纵跳,touch_associated,trimmed_first_real_jump,0,4,4,0.440000000,0.392085400,-0.047914600,0.370000000,0.420020300,0.050020300,6.689887200,7.081972600,6.689887200
20260624_3_垂直方向10次纵跳,touch_associated,trimmed_first_real_jump,0,5,5,0.420000000,0.362100100,-0.057899900,0.390000000,0.436028500,0.046028500,7.518001100,7.880101200,7.518001100
20260624_3_垂直方向10次纵跳,touch_associated,trimmed_first_real_jump,0,6,6,0.370000000,0.332896700,-0.037103300,0.360000000,0.420894900,0.060894900,8.300996100,8.633892800,8.300996100
20260624_3_垂直方向10次纵跳,touch_associated,trimmed_first_real_jump,0,7,7,0.340000000,0.242017600,-0.097982400,0.360000000,0.398981700,0.038981700,9.032874500,9.274892100,9.032874500
20260624_3_垂直方向10次纵跳,touch_associated,trimmed_first_real_jump,0,8,8,0.350000000,0.261853500,-0.088146500,0.340000000,0.434129900,0.094129900,9.709022000,9.970875500,9.709022000
20260624_3_垂直方向10次纵跳,touch_associated,trimmed_first_real_jump,0,9,9,0.360000000,0.332485100,-0.027514900,0.330000000,0.417001800,0.087001800,10.387877300,10.720362400,10.387877300
20260624_3_垂直方向10次纵跳,touch_associated,trimmed_first_real_jump,0,10,10,0.700000000,,,0.410000000,0.436534600,0.026534600,,10.720362400,11.156897000
20260624_3_垂直方向10次纵跳,lift_associated,trimmed_first_real_jump,0,1,1,0.330000000,0.198995200,-0.131004800,0.350000000,0.510016700,0.160016700,4.518918800,4.717914000,4.518918800
20260624_3_垂直方向10次纵跳,lift_associated,trimmed_first_real_jump,0,2,2,0.430000000,0.308042800,-0.121957200,0.330000000,0.441988200,0.111988200,5.159902200,5.467945000,5.159902200
20260624_3_垂直方向10次纵跳,lift_associated,trimmed_first_real_jump,0,3,3,0.440000000,0.293728600,-0.146271400,0.370000000,0.509192200,0.139192200,5.977137200,6.270865800,5.977137200
20260624_3_垂直方向10次纵跳,lift_associated,trimmed_first_real_jump,0,4,4,0.440000000,0.300048800,-0.139951200,0.370000000,0.512003600,0.142003600,6.782869400,7.082918200,6.782869400
20260624_3_垂直方向10次纵跳,lift_associated,trimmed_first_real_jump,0,5,5,0.420000000,0.267748600,-0.152251400,0.390000000,0.530709600,0.140709600,7.613627800,7.881376400,7.613627800
20260624_3_垂直方向10次纵跳,lift_associated,trimmed_first_real_jump,0,6,6,0.370000000,0.219937200,-0.150062800,0.360000000,0.533588700,0.173588700,8.414965100,8.634902300,8.414965100
20260624_3_垂直方向10次纵跳,lift_associated,trimmed_first_real_jump,0,7,7,0.340000000,0.134999200,-0.205000800,0.360000000,0.505991300,0.145991300,9.140893600,9.275892800,9.140893600
20260624_3_垂直方向10次纵跳,lift_associated,trimmed_first_real_jump,0,8,8,0.350000000,0.174977600,-0.175022400,0.340000000,0.521004900,0.181004900,9.796897700,9.971875300,9.796897700
20260624_3_垂直方向10次纵跳,lift_associated,trimmed_first_real_jump,0,9,9,0.360000000,0.240446400,-0.119553600,0.330000000,0.509267100,0.179267100,10.481142400,10.721588800,10.481142400
20260624_3_垂直方向10次纵跳,lift_associated,trimmed_first_real_jump,0,10,10,0.700000000,,,0.410000000,0.543311600,0.133311600,,10.721588800,11.264900400
20260624_3_垂直方向10次纵跳,associated,trimmed_first_real_jump,0,1,1,0.330000000,0.295984100,-0.034015900,0.350000000,0.413027800,0.063027800,4.421929900,4.717914000,4.421929900
20260624_3_垂直方向10次纵跳,associated,trimmed_first_real_jump,0,2,2,0.430000000,0.382042100,-0.047957900,0.330000000,0.367988900,0.037988900,5.085902900,5.467945000,5.085902900
20260624_3_垂直方向10次纵跳,associated,trimmed_first_real_jump,0,3,3,0.440000000,0.385949900,-0.054050100,0.370000000,0.416970900,0.046970900,5.884915900,6.270865800,5.884915900
20260624_3_垂直方向10次纵跳,associated,trimmed_first_real_jump,0,4,4,0.440000000,0.393031000,-0.046969000,0.370000000,0.419021400,0.049021400,6.689887200,7.082918200,6.689887200
20260624_3_垂直方向10次纵跳,associated,trimmed_first_real_jump,0,5,5,0.420000000,0.363375300,-0.056624700,0.390000000,0.435082900,0.045082900,7.518001100,7.881376400,7.518001100
20260624_3_垂直方向10次纵跳,associated,trimmed_first_real_jump,0,6,6,0.370000000,0.333906200,-0.036093800,0.360000000,0.419619700,0.059619700,8.300996100,8.634902300,8.300996100
20260624_3_垂直方向10次纵跳,associated,trimmed_first_real_jump,0,7,7,0.340000000,0.243018300,-0.096981700,0.360000000,0.397972200,0.037972200,9.032874500,9.275892800,9.032874500
20260624_3_垂直方向10次纵跳,associated,trimmed_first_real_jump,0,8,8,0.350000000,0.262853300,-0.087146700,0.340000000,0.433129200,0.093129200,9.709022000,9.971875300,9.709022000
20260624_3_垂直方向10次纵跳,associated,trimmed_first_real_jump,0,9,9,0.360000000,0.333711500,-0.026288500,0.330000000,0.416002000,0.086002000,10.387877300,10.721588800,10.387877300
20260624_3_垂直方向10次纵跳,associated,trimmed_first_real_jump,0,10,10,0.700000000,,,0.410000000,0.435308200,0.025308200,,10.721588800,11.156897000
20260624_3_垂直方向10次纵跳,onset,trimmed_first_real_jump,0,1,1,0.330000000,0.179019300,-0.150980700,0.350000000,0.510964900,0.160964900,4.518918800,4.697938100,4.518918800
20260624_3_垂直方向10次纵跳,onset,trimmed_first_real_jump,0,2,2,0.430000000,0.389994900,-0.040005100,0.330000000,0.378963700,0.048963700,5.076901800,5.466896700,5.076901800
20260624_3_垂直方向10次纵跳,onset,trimmed_first_real_jump,0,3,3,0.440000000,0.390960300,-0.049039700,0.370000000,0.412009900,0.042009900,5.878906600,6.269866900,5.878906600
20260624_3_垂直方向10次纵跳,onset,trimmed_first_real_jump,0,4,4,0.440000000,0.392085400,-0.047914600,0.370000000,0.420020300,0.050020300,6.689887200,7.081972600,6.689887200
20260624_3_垂直方向10次纵跳,onset,trimmed_first_real_jump,0,5,5,0.420000000,0.362100100,-0.057899900,0.390000000,0.436028500,0.046028500,7.518001100,7.880101200,7.518001100
20260624_3_垂直方向10次纵跳,onset,trimmed_first_real_jump,0,6,6,0.370000000,0.175168400,-0.194831600,0.360000000,0.523741500,0.163741500,8.403842700,8.579011100,8.403842700
20260624_3_垂直方向10次纵跳,onset,trimmed_first_real_jump,0,7,7,0.340000000,0.065848400,-0.274151600,0.360000000,0.550901900,0.190901900,9.129913000,9.195761400,9.129913000
20260624_3_垂直方向10次纵跳,onset,trimmed_first_real_jump,0,8,8,0.350000000,0.260508700,-0.089491300,0.340000000,0.514605400,0.174605400,9.710366800,9.970875500,9.710366800
20260624_3_垂直方向10次纵跳,onset,trimmed_first_real_jump,0,9,9,0.360000000,0.332485100,-0.027514900,0.330000000,0.417001800,0.087001800,10.387877300,10.720362400,10.387877300
20260624_3_垂直方向10次纵跳,onset,trimmed_first_real_jump,0,10,10,0.700000000,,,0.410000000,0.537550700,0.127550700,,10.720362400,11.257913100
