session,variant,event_index,kind,time,confirm_time,first_confirm_frame_time,onset_time,boundary_time,associated_track_id,fallback_reason,ratio,centroid_cm,frame_index
20260624_2_10次纵跳,lift_associated,15,touch,7.096349600,7.097935700,7.096349600,,7.085232100,115,,0.125000000,43.160000000,6982
20260624_2_10次纵跳,lift_associated,16,lift,7.285665900,7.285665900,7.283470000,,7.285665900,115,,0.000000000,,7169
20260624_2_10次纵跳,lift_associated,17,touch,7.665369100,7.666853200,7.665369100,,7.635269600,129,,0.135416667,49.920000000,7551
20260624_2_10次纵跳,lift_associated,18,lift,7.853409500,7.853409500,7.852847600,,7.853409500,129,,0.000000000,,7738
20260624_2_10次纵跳,lift_associated,19,touch,8.229597800,8.230213300,8.229597800,,8.204324700,138,,0.125000000,32.760000000,8115
20260624_2_10次纵跳,lift_associated,20,lift,8.397466500,8.397466500,8.396203100,,8.397466500,138,,0.000000000,,8282
20260624_2_10次纵跳,lift_associated,21,touch,8.770454600,8.771865700,8.770454600,,8.742316000,147,,0.125000000,44.200000000,8656
20260624_2_10次纵跳,lift_associated,22,lift,8.949313700,8.949313700,8.946885700,,8.949313700,147,,0.000000000,,8831
20260624_2_10次纵跳,associated,1,touch,3.150229500,3.580291200,3.579391600,,3.150229500,46,,0.135416667,46.800000000,3466
20260624_2_10次纵跳,associated,2,lift,3.591223300,3.591223300,3.590291100,,3.591223300,46,,0.000000000,,3477
20260624_2_10次纵跳,associated,3,touch,3.150229500,3.603928200,3.601266800,,3.150229500,46,,0.125000000,44.200000000,3488
20260624_2_10次纵跳,associated,4,lift,3.898420100,3.898420100,3.897436700,,3.898420100,46,,0.000000000,,3784
20260624_2_10次纵跳,associated,5,touch,4.246281000,4.285526600,4.283347900,,4.246281000,64,,0.125000000,47.320000000,4170
20260624_2_10次纵跳,associated,6,lift,4.468408000,4.468408000,4.467819900,,4.468408000,64,,0.000000000,,4354
20260624_2_10次纵跳,associated,7,touch,4.801243300,4.818824800,4.817269500,,4.801243300,74,,0.125000000,29.640000000,4704
20260624_2_10次纵跳,associated,8,lift,5.048871500,5.048871500,5.047475500,,5.048871500,74,,0.000000000,,4934
20260624_2_10次纵跳,associated,9,touch,5.370872900,5.428009700,5.426790700,,5.370872900,83,,0.125000000,45.240000000,5313
20260624_2_10次纵跳,associated,10,lift,5.598255800,5.598255800,5.597273100,,5.598255800,83,,0.000000000,,5484
20260624_2_10次纵跳,associated,11,touch,5.943911600,6.004176000,6.003422400,,5.943911600,96,,0.125000000,45.240000000,5889
20260624_2_10次纵跳,associated,12,lift,6.163636800,6.163636800,6.161267800,,6.163636800,96,,0.000000000,,6048
20260624_2_10次纵跳,associated,13,touch,6.511172800,6.533477900,6.532321900,,6.511172800,102,,0.135416667,52.000000000,6419
20260624_2_10次纵跳,associated,14,lift,6.728797500,6.728797500,6.727263800,,6.728797500,102,,0.000000000,,6614
20260624_2_10次纵跳,associated,15,touch,7.085232100,7.097935700,7.096349600,,7.085232100,115,,0.125000000,43.160000000,6982
20260624_2_10次纵跳,associated,16,lift,7.285665900,7.285665900,7.283470000,,7.285665900,115,,0.000000000,,7169
20260624_2_10次纵跳,associated,17,touch,7.635269600,7.666853200,7.665369100,,7.635269600,129,,0.135416667,49.920000000,7551
20260624_2_10次纵跳,associated,18,lift,7.853409500,7.853409500,7.852847600,,7.853409500,129,,0.000000000,,7738
20260624_2_10次纵跳,associated,19,touch,8.204324700,8.230213300,8.229597800,,8.204324700,138,,0.125000000,32.760000000,8115
20260624_2_10次纵跳,associated,20,lift,8.397466500,8.397466500,8.396203100,,8.397466500,138,,0.000000000,,8282
20260624_2_10次纵跳,associated,21,touch,8.742316000,8.771865700,8.770454600,,8.742316000,147,,0.125000000,44.200000000,8656
20260624_2_10次纵跳,associated,22,lift,8.949313700,8.949313700,8.946885700,,8.949313700,147,,0.000000000,,8831
20260624_2_10次纵跳,onset,1,touch,3.569252600,3.580291200,3.579391600,3.569252600,3.150229500,46,,0.135416667,46.800000000,3466
20260624_2_10次纵跳,onset,2,lift,3.590291100,3.591223300,3.590291100,3.590291100,3.591223300,46,,0.000000000,,3477
20260624_2_10次纵跳,onset,3,touch,3.592221500,3.603928200,3.601266800,3.592221500,3.150229500,46,,0.125000000,44.200000000,3488
20260624_2_10次纵跳,onset,4,lift,3.897436700,3.898420100,3.897436700,3.897436700,3.898420100,46,,0.000000000,,3784
20260624_2_10次纵跳,onset,5,touch,4.247383900,4.285526600,4.283347900,4.247383900,4.246281000,64,,0.125000000,47.320000000,4170
20260624_2_10次纵跳,onset,6,lift,4.467819900,4.468408000,4.467819900,4.467819900,4.468408000,64,,0.000000000,,4354
20260624_2_10次纵跳,onset,7,touch,4.801243300,4.818824800,4.817269500,4.801243300,4.801243300,74,,0.125000000,29.640000000,4704
20260624_2_10次纵跳,onset,8,lift,5.047475500,5.048871500,5.047475500,5.047475500,5.048871500,74,,0.000000000,,4934
20260624_2_10次纵跳,onset,9,touch,5.370872900,5.428009700,5.426790700,5.370872900,5.370872900,83,,0.125000000,45.240000000,5313
20260624_2_10次纵跳,onset,10,lift,5.597273100,5.598255800,5.597273100,5.597273100,5.598255800,83,,0.000000000,,5484
20260624_2_10次纵跳,onset,11,touch,5.943911600,6.004176000,6.003422400,5.943911600,5.943911600,96,,0.125000000,45.240000000,5889
20260624_2_10次纵跳,onset,12,lift,6.161267800,6.163636800,6.161267800,6.161267800,6.163636800,96,,0.000000000,,6048
20260624_2_10次纵跳,onset,13,touch,6.512194500,6.533477900,6.532321900,6.512194500,6.511172800,102,,0.135416667,52.000000000,6419
20260624_2_10次纵跳,onset,14,lift,6.727263800,6.728797500,6.727263800,6.727263800,6.728797500,102,,0.000000000,,6614
20260624_2_10次纵跳,onset,15,touch,7.077211100,7.097935700,7.096349600,7.077211100,7.085232100,115,,0.125000000,43.160000000,6982
20260624_2_10次纵跳,onset,16,lift,7.283470000,7.285665900,7.283470000,7.283470000,7.285665900,115,,0.000000000,,7169
20260624_2_10次纵跳,onset,17,touch,7.635269600,7.666853200,7.665369100,7.635269600,7.635269600,129,,0.135416667,49.920000000,7551
20260624_2_10次纵跳,onset,18,lift,7.852847600,7.853409500,7.852847600,7.852847600,7.853409500,129,,0.000000000,,7738
20260624_2_10次纵跳,onset,19,touch,8.204324700,8.230213300,8.229597800,8.204324700,8.204324700,138,,0.125000000,32.760000000,8115
20260624_2_10次纵跳,onset,20,lift,8.396203100,8.397466500,8.396203100,8.396203100,8.397466500,138,,0.000000000,,8282
20260624_2_10次纵跳,onset,21,touch,8.742316000,8.771865700,8.770454600,8.742316000,8.742316000,147,,0.125000000,44.200000000,8656
20260624_2_10次纵跳,onset,22,lift,8.946885700,8.949313700,8.946885700,8.946885700,8.949313700,147,,0.000000000,,8831
20260624_3_垂直方向10次纵跳,current,1,touch,3.135822200,3.135822200,3.133956500,,2.998900400,43,,0.135416667,35.360000000,3082
20260624_3_垂直方向10次纵跳,current,2,lift,4.008902100,4.008902100,4.007953900,,4.008902100,43,,0.000000000,,3956
20260624_3_垂直方向10次纵跳,current,3,touch,4.519910100,4.519910100,4.518918800,,4.421929900,75,,0.125000000,33.800000000,4466
20260624_3_垂直方向10次纵跳,current,4,lift,4.717914000,4.717914000,4.716918400,,4.717914000,75,,0.000000000,,4664
20260624_3_垂直方向10次纵跳,current,5,touch,5.160899100,5.160899100,5.159902200,,5.085902900,88,,0.135416667,64.480000000,5107
20260624_3_垂直方向10次纵跳,current,6,lift,5.467945000,5.467945000,5.466896700,,5.467945000,88,,0.000000000,,5414
20260624_3_垂直方向10次纵跳,current,7,touch,5.978033200,5.978033200,5.977137200,,5.884915900,105,,0.135416667,29.120000000,5924
20260624_3_垂直方向10次纵跳,current,8,lift,6.270865800,6.270865800,6.269866900,,6.270865800,105,,0.000000000,,6217
20260624_3_垂直方向10次纵跳,current,9,touch,6.783862300,6.783862300,6.782869400,,6.689887200,127,,0.135416667,69.680000000,6729
20260624_3_垂直方向10次纵跳,current,10,lift,7.082918200,7.082918200,7.081972600,,7.082918200,127,,0.000000000,,7028
20260624_3_垂直方向10次纵跳,current,11,touch,7.613926500,7.613926500,7.613627800,,7.518001100,145,,0.125000000,62.920000000,7558
20260624_3_垂直方向10次纵跳,current,12,lift,7.881376400,7.881376400,7.880101200,,7.881376400,145,,0.000000000,,7826
20260624_3_垂直方向10次纵跳,current,13,touch,8.415891800,8.415891800,8.414965100,,8.300996100,175,,0.125000000,63.960000000,8361
20260624_3_垂直方向10次纵跳,current,14,lift,8.634902300,8.634902300,8.633892800,,8.634902300,175,,0.000000000,,8580
20260624_3_垂直方向10次纵跳,current,15,touch,9.141894600,9.141894600,9.140893600,,9.032874500,211,,0.135416667,28.080000000,9087
20260624_3_垂直方向10次纵跳,current,16,lift,9.275892800,9.275892800,9.274892100,,9.275892800,211,,0.000000000,,9221
20260624_3_垂直方向10次纵跳,current,17,touch,9.797922100,9.797922100,9.796897700,,9.709022000,245,,0.145833333,28.600000000,9742
20260624_3_垂直方向10次纵跳,current,18,lift,9.971875300,9.971875300,9.970875500,,9.971875300,245,,0.000000000,,9916
20260624_3_垂直方向10次纵跳,current,19,touch,10.481951600,10.481951600,10.481142400,,10.387877300,287,,0.135416667,29.120000000,10426
20260624_3_垂直方向10次纵跳,current,20,lift,10.721588800,10.721588800,10.720362400,,10.721588800,287,,0.000000000,,10665
20260624_3_垂直方向10次纵跳,current,21,touch,11.265893700,11.265893700,11.264900400,,11.156897000,299,,0.125000000,59.800000000,11210
20260624_3_垂直方向10次纵跳,compensated,1,touch,3.133956500,3.135822200,3.133956500,,2.998900400,43,,0.135416667,35.360000000,3082
20260624_3_垂直方向10次纵跳,compensated,2,lift,4.007953900,4.008902100,4.007953900,,4.008902100,43,,0.000000000,,3956
20260624_3_垂直方向10次纵跳,compensated,3,touch,4.518918800,4.519910100,4.518918800,,4.421929900,75,,0.125000000,33.800000000,4466
20260624_3_垂直方向10次纵跳,compensated,4,lift,4.716918400,4.717914000,4.716918400,,4.717914000,75,,0.000000000,,4664
20260624_3_垂直方向10次纵跳,compensated,5,touch,5.159902200,5.160899100,5.159902200,,5.085902900,88,,0.135416667,64.480000000,5107
20260624_3_垂直方向10次纵跳,compensated,6,lift,5.466896700,5.467945000,5.466896700,,5.467945000,88,,0.000000000,,5414
20260624_3_垂直方向10次纵跳,compensated,7,touch,5.977137200,5.978033200,5.977137200,,5.884915900,105,,0.135416667,29.120000000,5924
20260624_3_垂直方向10次纵跳,compensated,8,lift,6.269866900,6.270865800,6.269866900,,6.270865800,105,,0.000000000,,6217
20260624_3_垂直方向10次纵跳,compensated,9,touch,6.782869400,6.783862300,6.782869400,,6.689887200,127,,0.135416667,69.680000000,6729
20260624_3_垂直方向10次纵跳,compensated,10,lift,7.081972600,7.082918200,7.081972600,,7.082918200,127,,0.000000000,,7028
20260624_3_垂直方向10次纵跳,compensated,11,touch,7.613627800,7.613926500,7.613627800,,7.518001100,145,,0.125000000,62.920000000,7558
20260624_3_垂直方向10次纵跳,compensated,12,lift,7.880101200,7.881376400,7.880101200,,7.881376400,145,,0.000000000,,7826
20260624_3_垂直方向10次纵跳,compensated,13,touch,8.414965100,8.415891800,8.414965100,,8.300996100,175,,0.125000000,63.960000000,8361
20260624_3_垂直方向10次纵跳,compensated,14,lift,8.633892800,8.634902300,8.633892800,,8.634902300,175,,0.000000000,,8580
20260624_3_垂直方向10次纵跳,compensated,15,touch,9.140893600,9.141894600,9.140893600,,9.032874500,211,,0.135416667,28.080000000,9087
20260624_3_垂直方向10次纵跳,compensated,16,lift,9.274892100,9.275892800,9.274892100,,9.275892800,211,,0.000000000,,9221
20260624_3_垂直方向10次纵跳,compensated,17,touch,9.796897700,9.797922100,9.796897700,,9.709022000,245,,0.145833333,28.600000000,9742
20260624_3_垂直方向10次纵跳,compensated,18,lift,9.970875500,9.971875300,9.970875500,,9.971875300,245,,0.000000000,,9916
20260624_3_垂直方向10次纵跳,compensated,19,touch,10.481142400,10.481951600,10.481142400,,10.387877300,287,,0.135416667,29.120000000,10426
20260624_3_垂直方向10次纵跳,compensated,20,lift,10.720362400,10.721588800,10.720362400,,10.721588800,287,,0.000000000,,10665
20260624_3_垂直方向10次纵跳,compensated,21,touch,11.264900400,11.265893700,11.264900400,,11.156897000,299,,0.125000000,59.800000000,11210
20260624_3_垂直方向10次纵跳,touch_associated,1,touch,2.998900400,3.135822200,3.133956500,,2.998900400,43,,0.135416667,35.360000000,3082
20260624_3_垂直方向10次纵跳,touch_associated,2,lift,4.007953900,4.008902100,4.007953900,,4.008902100,43,,0.000000000,,3956
20260624_3_垂直方向10次纵跳,touch_associated,3,touch,4.421929900,4.519910100,4.518918800,,4.421929900,75,,0.125000000,33.800000000,4466
20260624_3_垂直方向10次纵跳,touch_associated,4,lift,4.716918400,4.717914000,4.716918400,,4.717914000,75,,0.000000000,,4664
20260624_3_垂直方向10次纵跳,touch_associated,5,touch,5.085902900,5.160899100,5.159902200,,5.085902900,88,,0.135416667,64.480000000,5107
20260624_3_垂直方向10次纵跳,touch_associated,6,lift,5.466896700,5.467945000,5.466896700,,5.467945000,88,,0.000000000,,5414
20260624_3_垂直方向10次纵跳,touch_associated,7,touch,5.884915900,5.978033200,5.977137200,,5.884915900,105,,0.135416667,29.120000000,5924
20260624_3_垂直方向10次纵跳,touch_associated,8,lift,6.269866900,6.270865800,6.269866900,,6.270865800,105,,0.000000000,,6217
20260624_3_垂直方向10次纵跳,touch_associated,9,touch,6.689887200,6.783862300,6.782869400,,6.689887200,127,,0.135416667,69.680000000,6729
20260624_3_垂直方向10次纵跳,touch_associated,10,lift,7.081972600,7.082918200,7.081972600,,7.082918200,127,,0.000000000,,7028
20260624_3_垂直方向10次纵跳,touch_associated,11,touch,7.518001100,7.613926500,7.613627800,,7.518001100,145,,0.125000000,62.920000000,7558
20260624_3_垂直方向10次纵跳,touch_associated,12,lift,7.880101200,7.881376400,7.880101200,,7.881376400,145,,0.000000000,,7826
20260624_3_垂直方向10次纵跳,touch_associated,13,touch,8.300996100,8.415891800,8.414965100,,8.300996100,175,,0.125000000,63.960000000,8361
20260624_3_垂直方向10次纵跳,touch_associated,14,lift,8.633892800,8.634902300,8.633892800,,8.634902300,175,,0.000000000,,8580
20260624_3_垂直方向10次纵跳,touch_associated,15,touch,9.032874500,9.141894600,9.140893600,,9.032874500,211,,0.135416667,28.080000000,9087
20260624_3_垂直方向10次纵跳,touch_associated,16,lift,9.274892100,9.275892800,9.274892100,,9.275892800,211,,0.000000000,,9221
20260624_3_垂直方向10次纵跳,touch_associated,17,touch,9.709022000,9.797922100,9.796897700,,9.709022000,245,,0.145833333,28.600000000,9742
20260624_3_垂直方向10次纵跳,touch_associated,18,lift,9.970875500,9.971875300,9.970875500,,9.971875300,245,,0.000000000,,9916
20260624_3_垂直方向10次纵跳,touch_associated,19,touch,10.387877300,10.481951600,10.481142400,,10.387877300,287,,0.135416667,29.120000000,10426
20260624_3_垂直方向10次纵跳,touch_associated,20,lift,10.720362400,10.721588800,10.720362400,,10.721588800,287,,0.000000000,,10665
20260624_3_垂直方向10次纵跳,touch_associated,21,touch,11.156897000,11.265893700,11.264900400,,11.156897000,299,,0.125000000,59.800000000,11210
20260624_3_垂直方向10次纵跳,lift_associated,1,touch,3.133956500,3.135822200,3.133956500,,2.998900400,43,,0.135416667,35.360000000,3082
20260624_3_垂直方向10次纵跳,lift_associated,2,lift,4.008902100,4.008902100,4.007953900,,4.008902100,43,,0.000000000,,3956
20260624_3_垂直方向10次纵跳,lift_associated,3,touch,4.518918800,4.519910100,4.518918800,,4.421929900,75,,0.125000000,33.800000000,4466
20260624_3_垂直方向10次纵跳,lift_associated,4,lift,4.717914000,4.717914000,4.716918400,,4.717914000,75,,0.000000000,,4664
20260624_3_垂直方向10次纵跳,lift_associated,5,touch,5.159902200,5.160899100,5.159902200,,5.085902900,88,,0.135416667,64.480000000,5107
20260624_3_垂直方向10次纵跳,lift_associated,6,lift,5.467945000,5.467945000,5.466896700,,5.467945000,88,,0.000000000,,5414
20260624_3_垂直方向10次纵跳,lift_associated,7,touch,5.977137200,5.978033200,5.977137200,,5.884915900,105,,0.135416667,29.120000000,5924
20260624_3_垂直方向10次纵跳,lift_associated,8,lift,6.270865800,6.270865800,6.269866900,,6.270865800,105,,0.000000000,,6217
20260624_3_垂直方向10次纵跳,lift_associated,9,touch,6.782869400,6.783862300,6.782869400,,6.689887200,127,,0.135416667,69.680000000,6729
20260624_3_垂直方向10次纵跳,lift_associated,10,lift,7.082918200,7.082918200,7.081972600,,7.082918200,127,,0.000000000,,7028
20260624_3_垂直方向10次纵跳,lift_associated,11,touch,7.613627800,7.613926500,7.613627800,,7.518001100,145,,0.125000000,62.920000000,7558
20260624_3_垂直方向10次纵跳,lift_associated,12,lift,7.881376400,7.881376400,7.880101200,,7.881376400,145,,0.000000000,,7826
20260624_3_垂直方向10次纵跳,lift_associated,13,touch,8.414965100,8.415891800,8.414965100,,8.300996100,175,,0.125000000,63.960000000,8361
20260624_3_垂直方向10次纵跳,lift_associated,14,lift,8.634902300,8.634902300,8.633892800,,8.634902300,175,,0.000000000,,8580
20260624_3_垂直方向10次纵跳,lift_associated,15,touch,9.140893600,9.141894600,9.140893600,,9.032874500,211,,0.135416667,28.080000000,9087
20260624_3_垂直方向10次纵跳,lift_associated,16,lift,9.275892800,9.275892800,9.274892100,,9.275892800,211,,0.000000000,,9221
20260624_3_垂直方向10次纵跳,lift_associated,17,touch,9.796897700,9.797922100,9.796897700,,9.709022000,245,,0.145833333,28.600000000,9742
20260624_3_垂直方向10次纵跳,lift_associated,18,lift,9.971875300,9.971875300,9.970875500,,9.971875300,245,,0.000000000,,9916
20260624_3_垂直方向10次纵跳,lift_associated,19,touch,10.481142400,10.481951600,10.481142400,,10.387877300,287,,0.135416667,29.120000000,10426
20260624_3_垂直方向10次纵跳,lift_associated,20,lift,10.721588800,10.721588800,10.720362400,,10.721588800,287,,0.000000000,,10665
20260624_3_垂直方向10次纵跳,lift_associated,21,touch,11.264900400,11.265893700,11.264900400,,11.156897000,299,,0.125000000,59.800000000,11210
20260624_3_垂直方向10次纵跳,associated,1,touch,2.998900400,3.135822200,3.133956500,,2.998900400,43,,0.135416667,35.360000000,3082
20260624_3_垂直方向10次纵跳,associated,2,lift,4.008902100,4.008902100,4.007953900,,4.008902100,43,,0.000000000,,3956
20260624_3_垂直方向10次纵跳,associated,3,touch,4.421929900,4.519910100,4.518918800,,4.421929900,75,,0.125000000,33.800000000,4466
20260624_3_垂直方向10次纵跳,associated,4,lift,4.717914000,4.717914000,4.716918400,,4.717914000,75,,0.000000000,,4664
20260624_3_垂直方向10次纵跳,associated,5,touch,5.085902900,5.160899100,5.159902200,,5.085902900,88,,0.135416667,64.480000000,5107
20260624_3_垂直方向10次纵跳,associated,6,lift,5.467945000,5.467945000,5.466896700,,5.467945000,88,,0.000000000,,5414
20260624_3_垂直方向10次纵跳,associated,7,touch,5.884915900,5.978033200,5.977137200,,5.884915900,105,,0.135416667,29.120000000,5924
20260624_3_垂直方向10次纵跳,associated,8,lift,6.270865800,6.270865800,6.269866900,,6.270865800,105,,0.000000000,,6217
20260624_3_垂直方向10次纵跳,associated,9,touch,6.689887200,6.783862300,6.782869400,,6.689887200,127,,0.135416667,69.680000000,6729
20260624_3_垂直方向10次纵跳,associated,10,lift,7.082918200,7.082918200,7.081972600,,7.082918200,127,,0.000000000,,7028
20260624_3_垂直方向10次纵跳,associated,11,touch,7.518001100,7.613926500,7.613627800,,7.518001100,145,,0.125000000,62.920000000,7558
20260624_3_垂直方向10次纵跳,associated,12,lift,7.881376400,7.881376400,7.880101200,,7.881376400,145,,0.000000000,,7826
20260624_3_垂直方向10次纵跳,associated,13,touch,8.300996100,8.415891800,8.414965100,,8.300996100,175,,0.125000000,63.960000000,8361
20260624_3_垂直方向10次纵跳,associated,14,lift,8.634902300,8.634902300,8.633892800,,8.634902300,175,,0.000000000,,8580
20260624_3_垂直方向10次纵跳,associated,15,touch,9.032874500,9.141894600,9.140893600,,9.032874500,211,,0.135416667,28.080000000,9087
20260624_3_垂直方向10次纵跳,associated,16,lift,9.275892800,9.275892800,9.274892100,,9.275892800,211,,0.000000000,,9221
20260624_3_垂直方向10次纵跳,associated,17,touch,9.709022000,9.797922100,9.796897700,,9.709022000,245,,0.145833333,28.600000000,9742
20260624_3_垂直方向10次纵跳,associated,18,lift,9.971875300,9.971875300,9.970875500,,9.971875300,245,,0.000000000,,9916
20260624_3_垂直方向10次纵跳,associated,19,touch,10.387877300,10.481951600,10.481142400,,10.387877300,287,,0.135416667,29.120000000,10426
20260624_3_垂直方向10次纵跳,associated,20,lift,10.721588800,10.721588800,10.720362400,,10.721588800,287,,0.000000000,,10665
20260624_3_垂直方向10次纵跳,associated,21,touch,11.156897000,11.265893700,11.264900400,,11.156897000,299,,0.125000000,59.800000000,11210
20260624_3_垂直方向10次纵跳,onset,1,touch,3.106938900,3.135822200,3.133956500,3.106938900,2.998900400,43,,0.135416667,35.360000000,3082
20260624_3_垂直方向10次纵跳,onset,2,lift,4.007953900,4.008902100,4.007953900,4.007953900,4.008902100,43,,0.000000000,,3956
20260624_3_垂直方向10次纵跳,onset,3,touch,4.518918800,4.519910100,4.518918800,4.418902500,4.421929900,75,,0.125000000,33.800000000,4466
20260624_3_垂直方向10次纵跳,onset,4,lift,4.697938100,4.717914000,4.716918400,4.697938100,4.717914000,75,,0.000000000,,4664
20260624_3_垂直方向10次纵跳,onset,5,touch,5.076901800,5.160899100,5.159902200,5.076901800,5.085902900,88,,0.135416667,64.480000000,5107
20260624_3_垂直方向10次纵跳,onset,6,lift,5.466896700,5.467945000,5.466896700,5.466896700,5.467945000,88,,0.000000000,,5414
20260624_3_垂直方向10次纵跳,onset,7,touch,5.878906600,5.978033200,5.977137200,5.878906600,5.884915900,105,,0.135416667,29.120000000,5924
20260624_3_垂直方向10次纵跳,onset,8,lift,6.269866900,6.270865800,6.269866900,6.269866900,6.270865800,105,,0.000000000,,6217
20260624_3_垂直方向10次纵跳,onset,9,touch,6.689887200,6.783862300,6.782869400,6.689887200,6.689887200,127,,0.135416667,69.680000000,6729
20260624_3_垂直方向10次纵跳,onset,10,lift,7.081972600,7.082918200,7.081972600,7.081972600,7.082918200,127,,0.000000000,,7028
20260624_3_垂直方向10次纵跳,onset,11,touch,7.518001100,7.613926500,7.613627800,7.518001100,7.518001100,145,,0.125000000,62.920000000,7558
20260624_3_垂直方向10次纵跳,onset,12,lift,7.880101200,7.881376400,7.880101200,7.880101200,7.881376400,145,,0.000000000,,7826
20260624_3_垂直方向10次纵跳,onset,13,touch,8.403842700,8.415891800,8.414965100,8.403842700,8.300996100,175,,0.125000000,63.960000000,8361
20260624_3_垂直方向10次纵跳,onset,14,lift,8.579011100,8.634902300,8.633892800,8.579011100,8.634902300,175,,0.000000000,,8580
20260624_3_垂直方向10次纵跳,onset,15,touch,9.129913000,9.141894600,9.140893600,9.129913000,9.032874500,211,,0.135416667,28.080000000,9087
20260624_3_垂直方向10次纵跳,onset,16,lift,9.195761400,9.275892800,9.274892100,9.195761400,9.275892800,211,,0.000000000,,9221
20260624_3_垂直方向10次纵跳,onset,17,touch,9.710366800,9.797922100,9.796897700,9.710366800,9.709022000,245,,0.145833333,28.600000000,9742
20260624_3_垂直方向10次纵跳,onset,18,lift,9.970875500,9.971875300,9.970875500,9.970875500,9.971875300,245,,0.000000000,,9916
20260624_3_垂直方向10次纵跳,onset,19,touch,10.387877300,10.481951600,10.481142400,10.387877300,10.387877300,287,,0.135416667,29.120000000,10426
20260624_3_垂直方向10次纵跳,onset,20,lift,10.720362400,10.721588800,10.720362400,10.720362400,10.721588800,287,,0.000000000,,10665
20260624_3_垂直方向10次纵跳,onset,21,touch,11.257913100,11.265893700,11.264900400,11.257913100,11.156897000,299,,0.125000000,59.800000000,11210
