session,variant,pairing_mode,jump_index,touch_start_s,lift_s,landing_s,contact_time_s,air_time_s
20260624_3_垂直方向10次纵跳,current,production_equivalent,10,,10.721588800,11.265893700,,0.544304900
20260624_3_垂直方向10次纵跳,current,raw_triplet,1,3.135822200,4.008902100,4.519910100,0.873079900,0.511008000
20260624_3_垂直方向10次纵跳,current,raw_triplet,2,4.519910100,4.717914000,5.160899100,0.198003900,0.442985100
20260624_3_垂直方向10次纵跳,current,raw_triplet,3,5.160899100,5.467945000,5.978033200,0.307045900,0.510088200
20260624_3_垂直方向10次纵跳,current,raw_triplet,4,5.978033200,6.270865800,6.783862300,0.292832600,0.512996500
20260624_3_垂直方向10次纵跳,current,raw_triplet,5,6.783862300,7.082918200,7.613926500,0.299055900,0.531008300
20260624_3_垂直方向10次纵跳,current,raw_triplet,6,7.613926500,7.881376400,8.415891800,0.267449900,0.534515400
20260624_3_垂直方向10次纵跳,current,raw_triplet,7,8.415891800,8.634902300,9.141894600,0.219010500,0.506992300
20260624_3_垂直方向10次纵跳,current,raw_triplet,8,9.141894600,9.275892800,9.797922100,0.133998200,0.522029300
20260624_3_垂直方向10次纵跳,current,raw_triplet,9,9.797922100,9.971875300,10.481951600,0.173953200,0.510076300
20260624_3_垂直方向10次纵跳,current,raw_triplet,10,10.481951600,10.721588800,11.265893700,0.239637200,0.544304900
20260624_3_垂直方向10次纵跳,compensated,production_equivalent,1,4.518918800,4.716918400,4.518918800,0.197999600,0.510964900
20260624_3_垂直方向10次纵跳,compensated,production_equivalent,2,5.159902200,5.466896700,5.159902200,0.306994500,0.442983800
20260624_3_垂直方向10次纵跳,compensated,production_equivalent,3,5.977137200,6.269866900,5.977137200,0.292729700,0.510240500
20260624_3_垂直方向10次纵跳,compensated,production_equivalent,4,6.782869400,7.081972600,6.782869400,0.299103200,0.513002500
20260624_3_垂直方向10次纵跳,compensated,production_equivalent,5,7.613627800,7.880101200,7.613627800,0.266473400,0.531655200
20260624_3_垂直方向10次纵跳,compensated,production_equivalent,6,8.414965100,8.633892800,8.414965100,0.218927700,0.534863900
20260624_3_垂直方向10次纵跳,compensated,production_equivalent,7,9.140893600,9.274892100,9.140893600,0.133998500,0.507000800
20260624_3_垂直方向10次纵跳,compensated,production_equivalent,8,9.796897700,9.970875500,9.796897700,0.173977800,0.522005600
20260624_3_垂直方向10次纵跳,compensated,production_equivalent,9,10.481142400,10.720362400,10.481142400,0.239220000,0.510266900
20260624_3_垂直方向10次纵跳,compensated,production_equivalent,10,,10.720362400,11.264900400,,0.544538000
20260624_3_垂直方向10次纵跳,compensated,raw_triplet,1,3.133956500,4.007953900,4.518918800,0.873997400,0.510964900
20260624_3_垂直方向10次纵跳,compensated,raw_triplet,2,4.518918800,4.716918400,5.159902200,0.197999600,0.442983800
20260624_3_垂直方向10次纵跳,compensated,raw_triplet,3,5.159902200,5.466896700,5.977137200,0.306994500,0.510240500
20260624_3_垂直方向10次纵跳,compensated,raw_triplet,4,5.977137200,6.269866900,6.782869400,0.292729700,0.513002500
20260624_3_垂直方向10次纵跳,compensated,raw_triplet,5,6.782869400,7.081972600,7.613627800,0.299103200,0.531655200
20260624_3_垂直方向10次纵跳,compensated,raw_triplet,6,7.613627800,7.880101200,8.414965100,0.266473400,0.534863900
20260624_3_垂直方向10次纵跳,compensated,raw_triplet,7,8.414965100,8.633892800,9.140893600,0.218927700,0.507000800
20260624_3_垂直方向10次纵跳,compensated,raw_triplet,8,9.140893600,9.274892100,9.796897700,0.133998500,0.522005600
20260624_3_垂直方向10次纵跳,compensated,raw_triplet,9,9.796897700,9.970875500,10.481142400,0.173977800,0.510266900
20260624_3_垂直方向10次纵跳,compensated,raw_triplet,10,10.481142400,10.720362400,11.264900400,0.239220000,0.544538000
20260624_3_垂直方向10次纵跳,touch_associated,production_equivalent,1,4.421929900,4.716918400,4.421929900,0.294988500,0.413976000
20260624_3_垂直方向10次纵跳,touch_associated,production_equivalent,2,5.085902900,5.466896700,5.085902900,0.380993800,0.368984500
20260624_3_垂直方向10次纵跳,touch_associated,production_equivalent,3,5.884915900,6.269866900,5.884915900,0.384951000,0.418019200
20260624_3_垂直方向10次纵跳,touch_associated,production_equivalent,4,6.689887200,7.081972600,6.689887200,0.392085400,0.420020300
20260624_3_垂直方向10次纵跳,touch_associated,production_equivalent,5,7.518001100,7.880101200,7.518001100,0.362100100,0.436028500
20260624_3_垂直方向10次纵跳,touch_associated,production_equivalent,6,8.300996100,8.633892800,8.300996100,0.332896700,0.420894900
20260624_3_垂直方向10次纵跳,touch_associated,production_equivalent,7,9.032874500,9.274892100,9.032874500,0.242017600,0.398981700
20260624_3_垂直方向10次纵跳,touch_associated,production_equivalent,8,9.709022000,9.970875500,9.709022000,0.261853500,0.434129900
20260624_3_垂直方向10次纵跳,touch_associated,production_equivalent,9,10.387877300,10.720362400,10.387877300,0.332485100,0.417001800
20260624_3_垂直方向10次纵跳,touch_associated,production_equivalent,10,,10.720362400,11.156897000,,0.436534600
20260624_3_垂直方向10次纵跳,touch_associated,raw_triplet,1,2.998900400,4.007953900,4.421929900,1.009053500,0.413976000
20260624_3_垂直方向10次纵跳,touch_associated,raw_triplet,2,4.421929900,4.716918400,5.085902900,0.294988500,0.368984500
20260624_3_垂直方向10次纵跳,touch_associated,raw_triplet,3,5.085902900,5.466896700,5.884915900,0.380993800,0.418019200
20260624_3_垂直方向10次纵跳,touch_associated,raw_triplet,4,5.884915900,6.269866900,6.689887200,0.384951000,0.420020300
20260624_3_垂直方向10次纵跳,touch_associated,raw_triplet,5,6.689887200,7.081972600,7.518001100,0.392085400,0.436028500
20260624_3_垂直方向10次纵跳,touch_associated,raw_triplet,6,7.518001100,7.880101200,8.300996100,0.362100100,0.420894900
20260624_3_垂直方向10次纵跳,touch_associated,raw_triplet,7,8.300996100,8.633892800,9.032874500,0.332896700,0.398981700
20260624_3_垂直方向10次纵跳,touch_associated,raw_triplet,8,9.032874500,9.274892100,9.709022000,0.242017600,0.434129900
20260624_3_垂直方向10次纵跳,touch_associated,raw_triplet,9,9.709022000,9.970875500,10.387877300,0.261853500,0.417001800
20260624_3_垂直方向10次纵跳,touch_associated,raw_triplet,10,10.387877300,10.720362400,11.156897000,0.332485100,0.436534600
20260624_3_垂直方向10次纵跳,lift_associated,production_equivalent,1,4.518918800,4.717914000,4.518918800,0.198995200,0.510016700
20260624_3_垂直方向10次纵跳,lift_associated,production_equivalent,2,5.159902200,5.467945000,5.159902200,0.308042800,0.441988200
20260624_3_垂直方向10次纵跳,lift_associated,production_equivalent,3,5.977137200,6.270865800,5.977137200,0.293728600,0.509192200
20260624_3_垂直方向10次纵跳,lift_associated,production_equivalent,4,6.782869400,7.082918200,6.782869400,0.300048800,0.512003600
20260624_3_垂直方向10次纵跳,lift_associated,production_equivalent,5,7.613627800,7.881376400,7.613627800,0.267748600,0.530709600
20260624_3_垂直方向10次纵跳,lift_associated,production_equivalent,6,8.414965100,8.634902300,8.414965100,0.219937200,0.533588700
20260624_3_垂直方向10次纵跳,lift_associated,production_equivalent,7,9.140893600,9.275892800,9.140893600,0.134999200,0.505991300
20260624_3_垂直方向10次纵跳,lift_associated,production_equivalent,8,9.796897700,9.971875300,9.796897700,0.174977600,0.521004900
20260624_3_垂直方向10次纵跳,lift_associated,production_equivalent,9,10.481142400,10.721588800,10.481142400,0.240446400,0.509267100
20260624_3_垂直方向10次纵跳,lift_associated,production_equivalent,10,,10.721588800,11.264900400,,0.543311600
20260624_3_垂直方向10次纵跳,lift_associated,raw_triplet,1,3.133956500,4.008902100,4.518918800,0.874945600,0.510016700
20260624_3_垂直方向10次纵跳,lift_associated,raw_triplet,2,4.518918800,4.717914000,5.159902200,0.198995200,0.441988200
20260624_3_垂直方向10次纵跳,lift_associated,raw_triplet,3,5.159902200,5.467945000,5.977137200,0.308042800,0.509192200
20260624_3_垂直方向10次纵跳,lift_associated,raw_triplet,4,5.977137200,6.270865800,6.782869400,0.293728600,0.512003600
20260624_3_垂直方向10次纵跳,lift_associated,raw_triplet,5,6.782869400,7.082918200,7.613627800,0.300048800,0.530709600
20260624_3_垂直方向10次纵跳,lift_associated,raw_triplet,6,7.613627800,7.881376400,8.414965100,0.267748600,0.533588700
20260624_3_垂直方向10次纵跳,lift_associated,raw_triplet,7,8.414965100,8.634902300,9.140893600,0.219937200,0.505991300
20260624_3_垂直方向10次纵跳,lift_associated,raw_triplet,8,9.140893600,9.275892800,9.796897700,0.134999200,0.521004900
20260624_3_垂直方向10次纵跳,lift_associated,raw_triplet,9,9.796897700,9.971875300,10.481142400,0.174977600,0.509267100
20260624_3_垂直方向10次纵跳,lift_associated,raw_triplet,10,10.481142400,10.721588800,11.264900400,0.240446400,0.543311600
20260624_3_垂直方向10次纵跳,associated,production_equivalent,1,4.421929900,4.717914000,4.421929900,0.295984100,0.413027800
20260624_3_垂直方向10次纵跳,associated,production_equivalent,2,5.085902900,5.467945000,5.085902900,0.382042100,0.367988900
20260624_3_垂直方向10次纵跳,associated,production_equivalent,3,5.884915900,6.270865800,5.884915900,0.385949900,0.416970900
20260624_3_垂直方向10次纵跳,associated,production_equivalent,4,6.689887200,7.082918200,6.689887200,0.393031000,0.419021400
20260624_3_垂直方向10次纵跳,associated,production_equivalent,5,7.518001100,7.881376400,7.518001100,0.363375300,0.435082900
20260624_3_垂直方向10次纵跳,associated,production_equivalent,6,8.300996100,8.634902300,8.300996100,0.333906200,0.419619700
20260624_3_垂直方向10次纵跳,associated,production_equivalent,7,9.032874500,9.275892800,9.032874500,0.243018300,0.397972200
20260624_3_垂直方向10次纵跳,associated,production_equivalent,8,9.709022000,9.971875300,9.709022000,0.262853300,0.433129200
20260624_3_垂直方向10次纵跳,associated,production_equivalent,9,10.387877300,10.721588800,10.387877300,0.333711500,0.416002000
20260624_3_垂直方向10次纵跳,associated,production_equivalent,10,,10.721588800,11.156897000,,0.435308200
20260624_3_垂直方向10次纵跳,associated,raw_triplet,1,2.998900400,4.008902100,4.421929900,1.010001700,0.413027800
20260624_3_垂直方向10次纵跳,associated,raw_triplet,2,4.421929900,4.717914000,5.085902900,0.295984100,0.367988900
20260624_3_垂直方向10次纵跳,associated,raw_triplet,3,5.085902900,5.467945000,5.884915900,0.382042100,0.416970900
20260624_3_垂直方向10次纵跳,associated,raw_triplet,4,5.884915900,6.270865800,6.689887200,0.385949900,0.419021400
20260624_3_垂直方向10次纵跳,associated,raw_triplet,5,6.689887200,7.082918200,7.518001100,0.393031000,0.435082900
20260624_3_垂直方向10次纵跳,associated,raw_triplet,6,7.518001100,7.881376400,8.300996100,0.363375300,0.419619700
20260624_3_垂直方向10次纵跳,associated,raw_triplet,7,8.300996100,8.634902300,9.032874500,0.333906200,0.397972200
20260624_3_垂直方向10次纵跳,associated,raw_triplet,8,9.032874500,9.275892800,9.709022000,0.243018300,0.433129200
20260624_3_垂直方向10次纵跳,associated,raw_triplet,9,9.709022000,9.971875300,10.387877300,0.262853300,0.416002000
20260624_3_垂直方向10次纵跳,associated,raw_triplet,10,10.387877300,10.721588800,11.156897000,0.333711500,0.435308200
20260624_3_垂直方向10次纵跳,onset,production_equivalent,1,4.518918800,4.697938100,4.518918800,0.179019300,0.510964900
20260624_3_垂直方向10次纵跳,onset,production_equivalent,2,5.076901800,5.466896700,5.076901800,0.389994900,0.378963700
20260624_3_垂直方向10次纵跳,onset,production_equivalent,3,5.878906600,6.269866900,5.878906600,0.390960300,0.412009900
20260624_3_垂直方向10次纵跳,onset,production_equivalent,4,6.689887200,7.081972600,6.689887200,0.392085400,0.420020300
20260624_3_垂直方向10次纵跳,onset,production_equivalent,5,7.518001100,7.880101200,7.518001100,0.362100100,0.436028500
20260624_3_垂直方向10次纵跳,onset,production_equivalent,6,8.403842700,8.579011100,8.403842700,0.175168400,0.523741500
20260624_3_垂直方向10次纵跳,onset,production_equivalent,7,9.129913000,9.195761400,9.129913000,0.065848400,0.550901900
20260624_3_垂直方向10次纵跳,onset,production_equivalent,8,9.710366800,9.970875500,9.710366800,0.260508700,0.514605400
20260624_3_垂直方向10次纵跳,onset,production_equivalent,9,10.387877300,10.720362400,10.387877300,0.332485100,0.417001800
20260624_3_垂直方向10次纵跳,onset,production_equivalent,10,,10.720362400,11.257913100,,0.537550700
20260624_3_垂直方向10次纵跳,onset,raw_triplet,1,3.106938900,4.007953900,4.518918800,0.901015000,0.510964900
20260624_3_垂直方向10次纵跳,onset,raw_triplet,2,4.518918800,4.697938100,5.076901800,0.179019300,0.378963700
20260624_3_垂直方向10次纵跳,onset,raw_triplet,3,5.076901800,5.466896700,5.878906600,0.389994900,0.412009900
20260624_3_垂直方向10次纵跳,onset,raw_triplet,4,5.878906600,6.269866900,6.689887200,0.390960300,0.420020300
20260624_3_垂直方向10次纵跳,onset,raw_triplet,5,6.689887200,7.081972600,7.518001100,0.392085400,0.436028500
20260624_3_垂直方向10次纵跳,onset,raw_triplet,6,7.518001100,7.880101200,8.403842700,0.362100100,0.523741500
20260624_3_垂直方向10次纵跳,onset,raw_triplet,7,8.403842700,8.579011100,9.129913000,0.175168400,0.550901900
20260624_3_垂直方向10次纵跳,onset,raw_triplet,8,9.129913000,9.195761400,9.710366800,0.065848400,0.514605400
20260624_3_垂直方向10次纵跳,onset,raw_triplet,9,9.710366800,9.970875500,10.387877300,0.260508700,0.417001800
20260624_3_垂直方向10次纵跳,onset,raw_triplet,10,10.387877300,10.720362400,11.257913100,0.332485100,0.537550700
